id,toxic,severe_toxic,obscene,threat,insult,identity_hate,non-toxic,comment_text
08646c49d94c61f1,0,0,0,0,0,0,1,protoscience fringe science current heading pseudoscience fringe science junk science looks like fringe bad company fringe touch scientific method two lacking another one protoscience find article added see also time odd issue yet agenda proto fringe science closer mainstream worthy separate treatment
0d8dad5e7f02a960,0,0,0,0,0,0,1,every edit user made furtherance selling dvd set using wikipedia personal gain rules part understand doc
c96f9f729f2d31f6,1,1,1,0,1,0,0,king fag like little boys asshole
633dbec820bf2444,1,0,0,0,0,0,0,mysterion clyde anyone think jackass
008b951f80e31e81,1,0,0,0,0,0,0,time talk unprofessional garbage low tier citation reliable tmz gossip magazine
dffaf2124231b7a4,1,0,1,0,1,0,0,fucking joking asshole see make joke
b922608bada2c21a,0,0,0,0,1,0,0,actually cockroach followed notice board repeatedly comes back revert written fyi
163c917907b59821,0,0,0,0,0,0,1,welcome hello welcome wikipedia appreciate encyclopedic contributions recent contributions edit page email sender accreditation seem advertising promotional purposes wikipedia allow advertising information see policy neutral point view guideline spam guideline external links guideline conflict interest still questions new contributor help page write helpme message along question someone along answer shortly may also find following pages useful general introduction wikipedia five pillars wikipedia edit page develop articles help pages tutorial article wizard creating new articles manual style hope enjoy editing wikipedia please sign name talk pages using four tildes automatically produce name date feel free write note bottom user talk supermariomanmy talk page want get touch welcome marioman
b0cb25cb13be3ac5,1,0,1,0,1,0,0,stupid moron block hurt wikipedia project trying help remove obvious bullshit even reatarded grade school kid tell bullshit article wikipedia admins stupid
0c88d9b35c5617d2,0,0,0,0,0,0,1,freedom speech issue freedom speech uphold proudly child abuse made clear defending child abuse defending freedom speech say verging nihilistic really seems editors naieve view constitutes freedom speech
1b840102a95de047,1,0,0,0,1,0,0,koen franse gay
e688e4bb30b4d072,1,0,0,0,0,0,0,decausa pissing first provided many different sources use kurdistanica anytime used source basically said unacceptable false wanted deny felt like know sources kurdish language almost sources regard kurdish language one decided use source actually relevant say otherwise tell think born yesterday oh way talking proposal taking propsal mine right people supporting lift term iranian kurds see changes propsal however let anybody look soon posted decided douchebag write nonsense anyone could even say yes agree disagree suggest talk like people biased rude
31012665cc954bc1,1,1,1,0,1,0,0,fuck fucking piece shit ass fucking hole ready noise b brought r u boss playa
4cc2ef03e6b75496,1,0,1,0,1,0,0,know fuck go revert edit pointless talking brickwall
6743c107ecb66c70,1,1,1,0,1,1,0,go f fuker modi ass fucker homo
eb1c20e7b8e268c7,1,0,1,0,1,1,0,moslims filthy thugs belong planet
2ee6c71445feba7b,1,0,0,0,0,0,0,thats funny vandalism wonder wrote better correct funny cuba like many contries dominated two beautiful young women women threw everyone said girls suck jail dominated men destroyed women declared totally awesome men go write dumb history report tell us grade got true facts found book called history fish cheesy nuggets
1353821e52ab3833,0,0,0,0,0,0,1,whoops made mistake notification said please contact people said please contact people questions changed whoops sorry favorite cookie
81a67be17dd78fe7,1,0,1,0,0,0,0,hi please unblock cunt want tell wikipedia suck dogs
a1237f726b5f5d89,0,0,1,0,1,0,0,dude place following large text box please stop raping little boys anus know illegal
0c3cafd898a15c53,0,0,0,0,0,0,1,section blanking ip editors appears one two anonymous editors repeatedly removing referenced content article without explanation continues perhaps ip editing block set
7ea3059e032b59b2,1,0,1,0,1,0,0,dts nothing varified fucking idiot reason dani twitter twitter name without zeroes taken go see record label http www victoryrecords com designtheskyline clearly says alias dani doom consider getting fucking life
1343d67e14d8f4f7,0,0,0,0,0,0,1,blog posts forum threads look properly http www lehigh edu infrk article html one lehigh university website http www lehigh edu news newsarticle aspx channel fchannels fnews workflowitemid bed b bd b b e cc one lehigh university website http www structuremag org article aspx articleid one structural magazine website https ialcce boku ac keynote details php profile also another univeristy website http www constructionweekonline com article top worlds tallest steel buildings uwhewzgrtcm questionable sources proper websites written professionals please see properly february
138c4a03534ced74,0,0,0,0,0,0,1,boldly redirecting page without consensus vote clearly showed consensus whether done boldly cowardly unethical knew consensus yet redirected consensus default keep
91e78003439706e6,1,0,0,0,1,0,0,hopefully short penis two nameless editors use claiming everything feel inadequate hehehe talk contributions
21e486704a89c686,1,1,1,0,1,1,0,sup nigga wuz jus chillin wit og da west side nigga yo jigaboo blocked cracka ass da wu tang nuttin ta fuck wit biotch
050c330758a40c44,0,0,1,0,1,0,0,reliable sources cheating barry bonds cheater cbs yea kinda think reliable dear barry bonds either outright cheater stupid usa today yes barry bonds cheater cheater worst sort lying clear barry bonds liar new york daily news another pretty freakin reliable source barry lamar bonds bad man baseball digest bonds liar cheater whiner bad influence america youth mark barnes
7ec89bc9e79ec064,1,0,1,0,1,0,0,epoynme shows worse users guy really racist really dumb fuck
c102961adbad28a1,1,0,1,1,1,0,0,fucking hypocrite hope get raped killed lunatic like andrew morrow
1680882cb72dd775,0,0,0,0,0,0,1,people able contribute articles however like anyway wikipedians beback write lies able fix
f5ecbdfbe911cba8,1,1,1,0,1,0,0,fucking getting none hope choke bed made milltown
0b9ac183d7ce0110,0,0,0,0,0,0,1,semi protected edit request october lamar odom vampire
10164a0b15760ccd,0,0,0,0,0,0,1,mention god supernatural happened big bang measured science try explain
69bdc9627d1ac05c,1,1,1,0,1,1,0,jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck faggot gay ass chink nigger cocksucking piece shit jforget fuck
fb26cd620de2844f,1,0,0,0,0,0,0,oh right silly zilla forget expels radioactive breath mighty explosion relief face returns slowly dark blue normal scaly green roarr
22ee17ea07b7f9da,1,0,1,0,1,0,0,unblock suck dick
29e73351002d063c,1,0,1,0,1,0,0,link idea delete page create days later fucking retard life life go around delete everything go outside build snowman loser
0fb53bd777ca1f06,1,0,0,0,1,0,0,shut hell man
e535c7c214005619,1,0,1,0,1,0,0,dos entire internet connection shutting momentarily posting asshole ban still asshole know right fight tooth nail opinion despite third party source indicates validity source material may edits attacked people resolutely brick headed
0409cc780a7e4077,0,0,0,0,0,0,1,sorry v nothing personal correct lies
1aa9a5903d129bc2,0,0,0,0,0,0,1,reverted bold edit passing judgment actual edit principle inappropriate change mos suit active debate changes mos generally discussed even debate one page affects multiple pages going forward contact
19a24467fee09c2f,0,0,0,0,0,0,1,moved th space operations squadron
5426706d85d65028,1,1,1,0,1,0,0,nuisance piece shit fuck wiki need vandalism
1b61821d23140121,1,0,1,0,1,0,0,hey james provide exact url first place politely asslicking self important buddy editor turned pissing contest either could actually read would never got point since illiterate suggestion turn worthless fucking loser block thirty years jam useless fucking loser wikipedia ass fool bye
1a5f725421ef794d,0,0,0,0,0,0,1,message left talk page begins notice one first articles edited appears dealing topic may conflict interest emphasis added choice username gives impression representative subject article edited username represent group edit create article virtually identical username especially made edits editors quite naturally assume conflict interest
0ed7259f132ab686,0,0,0,0,0,0,1,actually five lirr train stations garden city two
4348cae44ed363c5,1,0,0,0,1,0,0,stop leaving stupid nonsense messages talk page ypou want leave people stupid message go sandbox instead grow
e16fc5754425cb5f,1,1,0,0,1,0,0,dumb mexican punk god gods problem go die hole loser
1d3e161b93aa52d1,0,0,0,0,0,0,1,please use time read make contributions improve encyclopedia specifically endorse wikipedia assume good faith wikipedia civility interaction users work articles following relevant would like see become positive contributor encyclopedia shown evidence willingness listen even get important point suggest start slowly edit one sentence paragraph time citing sources everything add fact start adding rather deleting rewriting respectfully review edits articles via history tool top page potential choose exercise
d485121984ec3d6d,1,1,1,0,1,0,0,fucking libtard coward reverts factual evidence dispute commie view world fucking unemployed lib commies wiki absolute power trying create leftist view world fuck wiki blocking gain advantage content dispute strictly prohibited sysops must block editors currently engaged content dispute doubt report problem admins act may wrong caution exercised blocking users may acting good faith blocking enforce wikiholiday departure specifically prohibited sysops also block testing unless autoblock disabled sysop using static ip resulting autoblock may extend users wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags wiki mods limped dicked libtard coward fuckbags v
3d9512a2eed62a33,1,0,0,0,0,0,0,ice stay cool balls say diu lei lo mo
1abcdd3b4de39ae2,0,0,1,0,0,0,0,profound problem administrators full shit allowed even edit incompetence rather astounding thanks proving point yet really expect happy administrator agenda blocks think fourth member added talk
8e69cb92ffb9263b,1,0,0,0,0,0,0,please delete relevant contributions censor criticisms placed proper criticisms sections articles undermines integrity wikipedia makes look stupid
98a48ba7074a373f,1,0,1,0,1,0,0,got fellow loser tell think give fuck block co sucker clever people give f ck editing wikipedia wikipedia turned b tch see blocked punishment happened would blessing never see much time life completely wasted brain mush fuc wretch get back looking raw guest hosts childish wrestling topics make sick grown man devoting life watching basted men pants pretending scrap enjoy watching randy orton glistening belly button atomic wedgie last week f king amoebas like kept pathetic excuse entertainment going years died redknecks finally found real still viable business day age enough people flea brains abysmal sit editing wikipedia minutes day real f king surprise
751eb03af6a64f48,1,0,0,0,0,0,0,quit editing chicago med stupid someone post get verfied without changing information posted thats cited copyright america u idiot get life stop ruinging chicago meds page
0a7aa7e2663d6f98,0,0,0,0,0,0,1,clarify agree mean show really fit
08e6c3d5f20aca71,0,0,0,0,0,0,1,hmmm exactly pedophiles use internet communicate order obtain great deal pleasure
36d66ff71984f0a9,1,0,1,0,1,0,0,know wikiterrorists love limit free speech admit ip banning foolish best option fool keep asshole duran talent
c179d5d4d96bd2fc,1,0,1,0,1,1,0,idiot put facts page go undo people work facts love karmin research freaking faggot need stop thinking boss sh stupid gay people like annoying fck
0cda8a243f519683,0,0,0,0,0,0,1,speaking query thanks
8185a41faeb943a0,1,0,1,0,0,0,0,article clearly sucks
14d07128611c555b,0,0,0,0,0,0,1,notability mapssons article mapssons speedily deleted wikipedia done article seemed real person organization band club company etc web content indicate subject notable article subject included wikipedia criteria speedy deletion articles indicate notability subject may deleted time indicate subject really notable free create article making sure cite verifiable sources please see guidelines generally accepted notable specific types articles may want check criteria biographies web sites musicians companies feel free leave note talk page questions
a29c21745c223ee0,1,0,1,0,1,0,0,fan anime yup child porn fetishist man hope rednecks like first go
08e4aa0f3f188107,0,0,0,0,0,0,1,interesting stuff surely considered media pundits academics inserting info article cheers imperatrix mundi
470622b732fefa74,1,0,1,0,1,0,0,hoe hey stop fking mothr get life start minding bussiness instead undoing others edits wikipedia try keep wikipedia alive many articles backed supporting information wikipedia first came life everyone wrote knew stop moral policing go get life real world find job earn money marry make life instead spending time wikipda contributing wikipda guessing others edits bad wrong hole mothr fcukr come eat sht
3d0818c7d4652fe8,1,0,0,0,1,0,0,goes show stupid mario btw raintheone well done said enough stop
51e59c252c3b5a40,1,0,0,0,0,0,0,yiff yiff u know u luv lol buttseks u friend
5914dff583157774,1,0,1,0,1,0,0,new message go fuckyouself
6fc878dbe160947c,1,0,1,0,1,0,0,hi shit head go fuck
6c6c87c413729673,1,0,0,0,1,0,0,blocked mintes think much loser
18dd0c53a176d264,0,0,0,0,0,0,1,heaven god understand heaven god must understood god powerful supreme universe universe defined everything seen unseen defined everything known unknown concept multi universe shall defined mathematical subspace many subspaces one universe mathematical subspace subset dimensions include dimensions subspace exist within subspace larger subspace subspace includes dimensions universe universe subspace includes dimensions god either universe creator part subspace universe part universe fourth condition god part universe god universe negates god existence therefore fourth condition considered valid condition god god supreme universe god creation obeys god rules rule obvious non obvious rule hidden allowed known god ability create destroy energy without thing universe simply exists eternal everlasting known explanation ability exist still god supreme universe condition god energy ability changed ability manipulate energy without ability create destroy energy god smart intelligent wise knowledge creator good benevolent mercy understanding god abilities significant supreme universe god expects god creation well since creator universe created god purpose enjoyment therefore life elements god creation people expected improve condition benefit exercise wisdom understanding knowledge possible exercise thingsintelligence good god supreme heaven rules existence defined god god deals people earth sol system milky way galaxy god supreme interact entire universe whole god interact universe part therefore god truly understands issues survival strategies life implies god may truly forgiving god may expect certain behavior improvement ourselvesto survive prosper important always believed god likes people help god asked petition help intervention using prayer god likes acknowledged god creation good acknowledge god benevolent intelligent creator universe love god love survival strategy people helps define society family nation benevolence many good things life person love god god expected understand love part defining qualities people god created universe ability define heaven way person get personal heaven heaven may interaction people heaven may combination personal interaction people heaven always defined good place personal heaven also personal hell tailored life attitude existence god could give us observation environment individual prospered personal heaven hell would much like metaphorical ant farm designed ants would expect things like body building equipment ant farm ant farm would function way ants survive bad news people ruthless environment ruthlessness survival strategy visit zoo see environmentshowever limitedare tailored different animal species god define heaven way heaven defined good place supreme god allow many things maybe god might include body building set metaphorical ant farm possibilities heaven expected many endless possibilities god benevolent heaven possibilities many love god
b3620d200ba8c229,1,0,1,0,1,0,0,good see masturbator lies onanizing brainsick opinions continues spread freaky bullshit think spend time importand things like stealing car better brain
11d8b03255fb0088,0,0,0,0,0,0,1,well still cannot understand hrm unique megacities perhaps explain clearly
e4cd5538812fb507,1,0,1,0,1,0,0,bullpoop whats ur problem freak
c4e24e17b3d672e1,1,0,0,0,0,0,0,dude get life life stupid computer wikipedia cough encylopedia things boring
d86ed71d194a40e6,1,0,1,0,1,0,0,wikipedia joke israeli apologists block criticism israel everywhere every israel related article fucking phonies think people see bullshit
4d1ba7b5c96b4efa,1,1,1,0,1,0,0,hey bitch deleted page cried made year old cry
c2c4b6306dcd427a,1,0,1,0,0,0,0,adjective describe actions attitude therefore fits criteria personal attack end world huh someone called someone idiot grow get lost
87473da92d38e56d,1,0,0,0,0,0,0,bongwarrior mother loves sex african americans dirty whore addicted crack shoe began whoring gangs african americans support habit one night conceived bongwarrior one black pimps bongwarrior born gave pimps pimped result bongwarrior anus suffered extensive damage cannot control defectaroy patterns result wear diapers bongwarrior hates ip hopping vandals inform world truth mother also realize blocks ip address ip hopping vandal weight minutes get new ip address retarted maybe think currently getting fucked ass mother black pimp right
51ffd25166449b93,1,0,0,0,0,0,0,think luna means moon satin means devil means moon devil else would moon devil person disabled account trevor reading want say love snowman tred make one didnt work scroll even almost oooooooooooooooooooooooooooo oo ooooooooooooooooooooooooooooooooooooooooooooooooooooo skills took minutes make
00397b264deba890,0,0,0,0,0,0,1,one defame someone thinks fort hood shooting justified god law
002b90cc8a94c76b,0,0,0,0,0,0,1,original research pointed episodes
890a1698ef32a550,1,0,0,0,1,0,0,wow funny biggest ahole encountered stop harassing
714f742709971c12,1,0,1,0,1,0,0,begging gimp jimmy wales constantly begs money site wikipedia massive banner top one biggest websites world begging money make notable beggar please take long fuck short peer basement dwelling self congratulatory meta cunt
b2d6eaf36c53f9c0,1,0,1,0,1,0,0,fuck message kimvdlinde modify posts also want posting talk page got fucker old posts
d03ff7d14b5432ba,1,0,0,0,0,0,0,cupcake since friends life award wow must live sad loney life guess friend anyone cared would spend time pretending like know stick butt ride high horse cupcake fruitloop diggus go ban change another article whatever say feel like power world cause god knows must suck p stop trying pick little boys internet im telling chris hanson
900721d2bb59ab32,1,0,0,0,1,0,0,eyesnore faggot year
e6303fc90a3cb4df,0,0,0,0,1,0,0,bill find un edits gender based attack largely concerned content article wonder put much opposition small edit surely mean much want make derogatory comments men nothing men enjoy tearing people mention term well referenced prefer statements well referenced think particular statment well referenced furthermore think well referenced think true wonder author neutrality wikipedia articles supposed neutral well edited statement neither want article deleted either think serves useful purpose enjoyed reading want away particular sentence course find evidence american women materialistic sluts problem pretty sure whoever wrote confusing personal opinion universal truth cheers
c5e573cb98654260,1,0,1,0,1,0,0,idiocy fucking moron stop removing encyclopaedic information feel pov edit stop removing entire entries complete fuckwit
4008ebcf168f39db,1,1,1,0,1,0,0,fuck stop posting talkpage annoying cunt
32d0ddc83f39a146,1,0,1,0,1,0,0,would talk like reason appreciate samir faggit gaybob homosexual blcoking dirt put dirt watch soon adminastator
ac0bafa618f9aed6,1,0,1,0,1,0,0,communist bastard nothing
86c96171171b9f37,1,0,1,0,1,0,0,get fuckin job dude upped little trolls starting bitching pointless rationale barely edit shit anymore cuz faggots block make point realize pointless shit human history album covers unless type oh fair use blah blah blah go asphyxiate cock
025a48160d5c8617,0,0,0,0,0,0,1,accept comment spirit offered terminology matters hard find correct word another editor sought distinguish civilised behaviour indians point even one accepts distinction non indians committed absurdly large atrocities addition could pointed mystic massacre completely point example butchery shocked native population none less tribal mongols tribal american indians civilizations reasonable definition
1457e2f22cd6352a,0,0,0,0,0,0,1,comment hi spite effort expect understanding help side regarding english version article alexander voytovych therefore one insists deleting particular article go ahead seems room democratic thinking website whatsoever like add words final statement wikipedia says sources may encompass published works forms media language http en wikipedia org wiki wikipedia notability art works art life artist sourcefor academic press ukrainian media academic institutions well poets writers publications use paintings drawings illustrate books artist takes part busy art life ukraine presenting number exhibitions art projects said see enough evidence one tabbodnar f isbn tabgavrosh isbn tabdidyk n fundamentals composition isbn tabkosmolinska n art chat green sofa fine art tabchervatiuk l women image ukrainian modern art c isbn tabshumylovych b women paintings allegories high heels one convinced article deleted hesitate please give straight answer question difference article alexander voytovych example herb roe article mentioned article considered accurate must highlight instead explaining changed corrected page one awards us thenoticeboards regarding self promotion mentioned times like make clear artists ukrainian naturally sources ukrainian mentioned language unknown one meant allows one doubts genuine sources ukrainian russian versions wikipedia accepted article honoured says lot mind present ukrainian artist however experience rather leave business behind thanks thanks co operation point view discussion exceeded feel free delete article
85837f913345d9ff,1,0,1,0,0,0,0,mousercise title several disney productions granted yes links photos intended particular entry album tv show video respectively course stupid bot would know suggest human review data personally talk shared ip address make edit please ignore notice well images wikipedia included img img tags forums rather using syntax also actually uploaded wikipedia servers via wikipedia upload call people holes edit summaries violates policy personal attacks veinor talk know add use entry reverting instead needed starting piss talk last warning continue make personal attacks blocked disruption ed edgar last warning try warning talk said call people holes edit summaries violates policy personal attacks read fault also showed paragraph upload images want help ask veinor talk must logged upload files words sign add things entry hell place rot care talk regulars damned lazy add photos instead want force others go bullshit signing add things one entry f signing shit take site shove sun shine go hell
83496948b2987fb6,1,0,1,0,0,0,0,really give fuck blocked xd act like care know true source reliable matters
6bff79252c64eb27,1,0,0,0,0,0,0,virtualsteve making personal attacks towards nisarkand stop obessesion pathetic ashamed helping banned vandal comment added
0575db58337a8fb2,1,0,0,0,1,0,0,know mature anyway cousin went bathroom got awhile idiot talk like anything zod break leave
7d70923d146a1678,1,0,0,0,0,0,0,note user sock puppet infamous p de chinelo attempt engage discussion
fe7eb6db06b32ec2,1,0,0,0,1,0,0,dad fat greasy postman
159f5192c617a223,0,0,0,0,0,0,1,article hoorsenbuhs speedily deleted wikipedia done criteria speedy deletion article seems blatant advertising promotes company product group service would need fundamentally rewritten order become encyclopedia article please read general criteria speedy deletion particularly item well guidelines spam feel free leave note talk page questions
f29980fe21b40f26,1,0,1,0,1,0,0,stupid cunt legolas
b50be610f1cd6ac3,1,0,1,0,1,0,0,goddamn says blocking policy entitled editing user page faggoting faggots leave fuck alone fags burn hell means latinus especially wiki alf banes cool though homey
2da09631a5e75737,0,0,0,0,0,1,0,feel negress find hard race genetically average iq preceding unsigned comment added
0b6d3b57efaf9515,1,0,0,0,0,0,0,priest pedophiles true know
7ab163a115400315,1,0,1,0,1,0,0,wake call dont u dare send message little johnny years old mentally handicapped playing brand new computer tell wrong right leave parenting waste works wikipedia go get life fat cow
d5c8698db2b0b04f,1,0,1,0,1,0,0,right like wikipedia works like experienced editors insult anyone think better want wikipedia page previously stated reasons use wikipedia consider credible nif anyone tell big dick neither website give clout promoting going say hey go check wikipedia fuck editor friends wikipedia fuck wikipedia page dont want one add wiki hope ban delete account
0f049643ffa21667,1,0,1,0,1,0,0,fuck
7a06e77a2244c64d,1,1,1,0,1,0,0,vat hel du ju vant nau go fuck get life
61af7174d065e536,1,0,0,0,1,0,0,really shameless run ning another coming fortnight nobody suggested know perfectly well
8bd72d36b97fab46,1,1,1,0,1,0,0,people cock suckers people cock suckersyou people cock suckersyou people cock suckersyou people cock suckersyou people cock suckersyou people cock suckersyou people cock suckersyou people cock suckersyou people cock suckersyou people cock suckersyou people cock suckersyou people cock suckersyou people cock suckersyou people cock suckersyou people cock suckersyou people cock suckersyou people cock suckersyou people cock suckersyou people cock suckers
d7bc248f62c127f4,1,0,0,0,1,0,0,troll see messages troll mcgeddon today maybe mummy made switch computer naughty poor guy never kissed girl still lives home mummy boohooo life empty escape miserable life know let annoy people wikipedia troll troll troll
be8740fd15f5e466,1,0,1,0,1,0,0,editing kurt angle page kiss ass
74e8643075586e2c,1,0,1,1,1,0,0,miners day thanks deleting fuck bag nothing wrong article hope get cancer die fucking limey
9d252d2e47e48341,1,0,1,0,1,0,0,get hell wikipedia idiot
bd60915e620f34e5,0,0,0,0,1,0,0,intro idiot talks blue armbands everyone knows yellow see photograph case wondering yellow ask color yellow jersey tour de france also quite possible lance survived pneumonia seems slightly important survived cancer
be892c85f8e1ded6,1,0,0,0,1,0,0,look ridiculous behavior first way different user one seem writing even though agree user agree
00ada3413dc2d942,0,0,0,0,0,0,1,found one sort anyhow web site jewsforlife org loading article catholic source going remove erroneous sentence hindsight would great minor content issue could resolved references first place
54153b33050da033,1,0,0,0,0,0,0,get page misandrist scum
036adadd3826b75a,0,0,0,0,0,0,1,banging head wall hi see jayjg leaving messages page false concern rules supposed reasonableness reality jayjg rabid zionist trying purge wikipedia negative information zionism trying paint muslims bad light along many cohorts problem jayjg part wikipedia cabal elections despite massive efforts contrary number people got higher vote percentage jayjg jimbo wales put arbcom anyhow jimbo shown true colors well people control wikipedia together attacking one coming aid control wikipedia jimbo center less driven everyone else banging head wall massacre zionists palestinians covered disorted justified etc anyone attacks israeli soldier castigated suggestion direct efforts somewhere creative like wiki encyclopedia pro zionist anti muslim like one continue little bit spend less time better waste hours time accomplishing nothing eventually give everyone fighting losing battle
0bb0e67b74b56a14,0,0,0,0,0,0,1,even discuss major template changes
998cff751bd71ced,1,0,0,0,1,0,0,think appropriate consider human shameless sunni monkey
07a04257e755615c,0,0,0,0,0,0,1,little x works inconsistently well ie though really bother done wrong let know
11780d853ae5041b,1,1,1,0,1,0,0,orly fuck n b
